Row,YEAR,MONTH,SEASON,LAKE,CRUISE_ID,VISIT_ID,STATION_ID,STN_DEPTH_M,LATITUDE,LONGITUDE,SAMPLING_DATE,TIME_ZONE,SAMPLE_DEPTH_M,DEPTH_CODE,MEDIUM,SAMPLE_TYPE,QC_TYPE,SAMPLE_ID,ANL_CODE_1,ANALYTE_1,VALUE_1,UNITS_1,FRACTION_1,METHOD_1,RESULT_REMARK_1,ANL_CODE_2,ANALYTE_2,VALUE_2,UNITS_2,FRACTION_2,METHOD_2,RESULT_REMARK_2,ANL_CODE_3,ANALYTE_3,VALUE_3,UNITS_3,FRACTION_3,METHOD_3,RESULT_REMARK_3,ANL_CODE_4,ANALYTE_4,VALUE_4,UNITS_4,FRACTION_4,METHOD_4,RESULT_REMARK_4,ANL_CODE_5,ANALYTE_5,VALUE_5,UNITS_5,FRACTION_5,METHOD_5,RESULT_REMARK_5,ANL_CODE_6,ANALYTE_6,VALUE_6,UNITS_6,FRACTION_6,METHOD_6,RESULT_REMARK_6,ANL_CODE_7,ANALYTE_7,VALUE_7,UNITS_7,FRACTION_7,METHOD_7,RESULT_REMARK_7,ANL_CODE_8,ANALYTE_8,VALUE_8,UNITS_8,FRACTION_8,METHOD_8,RESULT_REMARK_8,ANL_CODE_9,ANALYTE_9,VALUE_9,UNITS_9,FRACTION_9,METHOD_9,RESULT_REMARK_9,ANL_CODE_10,ANALYTE_10,VALUE_10,UNITS_10,FRACTION_10,METHOD_10,RESULT_REMARK_10,ANL_CODE_11,ANALYTE_11,VALUE_11,UNITS_11,FRACTION_11,METHOD_11,RESULT_REMARK_11,ANL_CODE_12,ANALYTE_12,VALUE_12,UNITS_12,FRACTION_12,METHOD_12,RESULT_REMARK_12,
"1437","2015","August   ","Summer","Erie","ER1521","E058G15","ER58","6.8","41.684767","-82.933667","2015/08/11 02:00","GMT","4.6","Middle Depth","surface water","Individual","routine field sample","15GE54S46","Chlor-a","Chlorophyll-a","15.1333333333333","ug/l","Residue","LG405","","Cond","Conductivity","246","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.452","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.218","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.062","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","22.433","ug/l","Total/Bulk","LG204","","Turb","Turbidity","8.04","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1438","2015","August   ","Summer","Erie","ER1521","E058G15","ER58","6.8","41.684767","-82.933667","2015/08/11 02:00","GMT","8.4","Bottom Minus","surface water","INSITU_MEAS","routine field sample","15GE54S51","Chlor-a","Chlorophyll-a","16.6","ug/l","Residue","LG405","","Cond","Conductivity","246.4","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.425","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.215","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.764","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","21.483","ug/l","Total/Bulk","LG204","","Temp","Temperature","24.0","C","Not applicable","NA","","Turb","Turbidity","8.19","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1439","2015","August   ","Summer","Erie","ER1521","E059G15","ER59","5.5","41.727433","-83.150117","2015/08/11 00:33","GMT","2","Surface","surface water","INSITU_MEAS","routine field sample","15GE54S61","Chlor-a","Chlorophyll-a","48.8","ug/l","Residue","LG405","","Cond","Conductivity","277.8","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.879","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.466","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","8.502","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","45.841","ug/l","Total/Bulk","LG204","","Temp","Temperature","24.3","C","Not applicable","NA","","Turb","Turbidity","16.1","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1440","2015","August   ","Summer","Erie","ER1521","E059G15","ER59","5.5","41.727433","-83.150117","2015/08/11 00:33","GMT","3.9","Middle Depth","surface water","Individual","routine field sample","15GE54S66","Chlor-a","Chlorophyll-a","17.5333333333333","ug/l","Residue","LG405","","Cond","Conductivity","286.1","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.92","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.623","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","9.089","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","35.74","ug/l","Total/Bulk","LG204","","Turb","Turbidity","8.18","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1441","2015","August   ","Summer","Erie","ER1521","E059G15","ER59","5.5","41.727433","-83.150117","2015/08/11 00:33","GMT","7.1","Bottom Minus","surface water","INSITU_MEAS","routine field sample","15GE54S71","Chlor-a","Chlorophyll-a","32.9333333333333","ug/l","Residue","LG405","","Cond","Conductivity","282","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.915","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.537","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","10.476","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","51.088","ug/l","Total/Bulk","LG204","","Temp","Temperature","24.1","C","Not applicable","NA","","Turb","Turbidity","19.7","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1442","2015","August   ","Summer","Erie","ER1521","E060G15","ER60","8.8","41.890683","-83.197383","2015/08/10 23:16","GMT","2","Surface","surface water","INSITU_MEAS","routine field sample","15GE54S81","Chlor-a","Chlorophyll-a","4.80666666666667","ug/l","Residue","LG405","","Cond","Conductivity","214.7","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.333","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.244","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","2.961","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","9.576","ug/l","Total/Bulk","LG204","","Temp","Temperature","23.3","C","Not applicable","NA","","Turb","Turbidity","1.94","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1443","2015","August   ","Summer","Erie","ER1521","E060G15","ER60","8.8","41.890683","-83.197383","2015/08/10 23:16","GMT","4.2","Middle Depth","surface water","Individual","routine field sample","15GE54S86","Chlor-a","Chlorophyll-a","3.68666666666667","ug/l","Residue","LG405","","Cond","Conductivity","220.2","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.352","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.254","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.273","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","9.589","ug/l","Total/Bulk","LG204","","Turb","Turbidity","2.79","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1444","2015","August   ","Summer","Erie","ER1521","E060G15","ER60","8.8","41.890683","-83.197383","2015/08/10 23:16","GMT","7.4","Bottom Minus","surface water","INSITU_MEAS","routine field sample","15GE54S91","Chlor-a","Chlorophyll-a","3.30666666666667","ug/l","Residue","LG405","","Cond","Conductivity","218.1","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.374","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.251","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.302","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","11.164","ug/l","Total/Bulk","LG204","","Temp","Temperature","23.0","C","Not applicable","NA","","Turb","Turbidity","2.13","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1445","2015","August   ","Summer","Erie","ER1521","E061G15","ER61","9.5","41.946467","-83.0445","2015/08/10 21:54","GMT","8.2","Bottom Minus","surface water","Individual QC","lab duplicate","15GE55C11","Chlor-a","Chlorophyll-a","6.16","ug/l","Residue","LG405","","N-tot","Nitrogen, Total","0.391","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.243","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.65","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.231","ug/l","Total/Bulk","LG204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1446","2015","August   ","Summer","Erie","ER1521","E061G15","ER61","9.5","41.946467","-83.0445","2015/08/10 21:54","GMT","","Integrated, Summer","surface water","INSITU_MEAS","routine field sample","15GE55I12","Chlor-a","Chlorophyll-a","5.92666666666667","ug/l","Residue","LG405","","N-tot","Nitrogen, Total","0.327","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.24","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.45","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.159","ug/l","Total/Bulk","LG204","","Temp","Temperature","No result reported.","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1447","2015","August   ","Summer","Erie","ER1521","E91MG15","ER91M","7.7","41.841","-82.918","2015/08/11 03:23","GMT","","Integrated, Summer","surface water","INSITU_MEAS","routine field sample","15GE55I32","Chlor-a","Chlorophyll-a","5.28","ug/l","Residue","LG405","","N-tot","Nitrogen, Total","0.348","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.246","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.335","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","9.767","ug/l","Total/Bulk","LG204","","Temp","Temperature","No result reported.","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1448","2015","August   ","Summer","Erie","ER1521","E092G15","ER92","8.3","41.95","-82.687","2015/08/11 05:14","GMT","","Integrated, Summer","surface water","INSITU_MEAS","routine field sample","15GE55I52","Chlor-a","Chlorophyll-a","7.33333333333333","ug/l","Residue","LG405","","N-tot","Nitrogen, Total","0.569","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.447","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.606","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","13.532","ug/l","Total/Bulk","LG204","","Temp","Temperature","No result reported.","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1449","2015","August   ","Summer","Erie","ER1521","E0FOG15","ERFO","28","42.41605","-79.581217","2015/08/13 03:07","GMT","","Integrated, Summer","surface water","INSITU_MEAS","routine field sample","15GE55I92","Chlor-a","Chlorophyll-a","3.64","ug/l","Residue","LG405","","N-tot","Nitrogen, Total","0.169","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.062","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","2.974","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","7.153","ug/l","Total/Bulk","LG204","","Temp","Temperature","No result reported.","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1450","2015","August   ","Summer","Erie","ER1521","E061G15","ER61","9.5","41.946467","-83.0445","2015/08/10 21:54","GMT","1.9","Surface","surface water","INSITU_MEAS","routine field sample","15GE55S01","Chlor-a","Chlorophyll-a","6.16","ug/l","Residue","LG405","","Cond","Conductivity","217.7","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.332","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.24","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.514","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.41","ug/l","Total/Bulk","LG204","","Temp","Temperature","23.2","C","Not applicable","NA","","Turb","Turbidity","1.43","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1451","2015","August   ","Summer","Erie","ER1521","E061G15","ER61","9.5","41.946467","-83.0445","2015/08/10 21:54","GMT","4.5","Middle Depth","surface water","Individual","routine field sample","15GE55S06","Chlor-a","Chlorophyll-a","6.05333333333333","ug/l","Residue","LG405","","Cond","Conductivity","218.7","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.33","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.241","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","2.255","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","5.873","ug/l","Total/Bulk","LG204","","Turb","Turbidity","1.56","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1452","2015","August   ","Summer","Erie","ER1521","E061G15","ER61","9.5","41.946467","-83.0445","2015/08/10 21:54","GMT","8.2","Bottom Minus","surface water","INSITU_MEAS","routine field sample","15GE55S11","Chlor-a","Chlorophyll-a","6.14","ug/l","Residue","LG405","","Cond","Conductivity","218","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.347","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.242","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","2.876","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","7.949","ug/l","Total/Bulk","LG204","","Temp","Temperature","23.2","C","Not applicable","NA","","Turb","Turbidity","1.49","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1453","2015","August   ","Summer","Erie","ER1521","E061G15","ER61","9.5","41.946467","-83.0445","2015/08/10 22:10","GMT","","Not Applicable","sediment","Individual","routine field sample","15GE55S19","C-org","Carbon, Organic","19.2736548847196","mg/g","Total/Bulk","LG601","","N-tot","Nitrogen, Total","1.17999204455052","mg/g","Total/Bulk","LG602","","P-tot","Phosphorus, Total as P","0.651885474860335","mg/g","Total/Bulk","LG600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1454","2015","August   ","Summer","Erie","ER1521","E91MG15","ER91M","7.7","41.841","-82.918","2015/08/11 03:23","GMT","1.9","Surface","surface water","INSITU_MEAS","routine field sample","15GE55S21","Chlor-a","Chlorophyll-a","5.18666666666667","ug/l","Residue","LG405","","Cond","Conductivity","229.6","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.37","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.248","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.092","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","10.832","ug/l","Total/Bulk","LG204","","Temp","Temperature","24","C","Not applicable","NA","","Turb","Turbidity","1.37","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1455","2015","August   ","Summer","Erie","ER1521","E91MG15","ER91M","7.7","41.841","-82.918","2015/08/11 03:23","GMT","5.3","Middle Depth","surface water","Individual","routine field sample","15GE55S22","Chlor-a","Chlorophyll-a","5.06","ug/l","Residue","LG405","","Cond","Conductivity","229","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.356","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.245","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.719","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","9.872","ug/l","Total/Bulk","LG204","","Turb","Turbidity","2.07","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1456","2015","August   ","Summer","Erie","ER1521","E91MG15","ER91M","7.7","41.841","-82.918","2015/08/11 03:23","GMT","9.5","Bottom Minus","surface water","INSITU_MEAS","routine field sample","15GE55S31","Chlor-a","Chlorophyll-a","5.41333333333333","ug/l","Residue","LG405","","Cond","Conductivity","229","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.353","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.247","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.648","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","9.562","ug/l","Total/Bulk","LG204","","Temp","Temperature","23.9","C","Not applicable","NA","","Turb","Turbidity","1.82","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1457","2015","August   ","Summer","Erie","ER1521","E91MG15","ER91M","7.7","41.841","-82.918","2015/08/11 04:00","GMT","","Not Applicable","sediment","Individual","routine field sample","15GE55S39","C-org","Carbon, Organic","15.9192776096189","mg/g","Total/Bulk","LG601","","N-tot","Nitrogen, Total","1.12071299638989","mg/g","Total/Bulk","LG602","","P-tot","Phosphorus, Total as P","0.604157043879908","mg/g","Total/Bulk","LG600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1458","2015","August   ","Summer","Erie","ER1521","E092G15","ER92","8.3","41.95","-82.687","2015/08/11 05:14","GMT","2","Surface","surface water","INSITU_MEAS","routine field sample","15GE55S41","Chlor-a","Chlorophyll-a","7","ug/l","Residue","LG405","","Cond","Conductivity","247.3","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.577","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.444","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.763","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","11.402","ug/l","Total/Bulk","LG204","","Temp","Temperature","23.9","C","Not applicable","NA","","Turb","Turbidity","1.56","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1459","2015","August   ","Summer","Erie","ER1521","E092G15","ER92","8.3","41.95","-82.687","2015/08/11 05:14","GMT","5.5","Middle Depth","surface water","Individual","routine field sample","15GE55S46","Chlor-a","Chlorophyll-a","7.4","ug/l","Residue","LG405","","Cond","Conductivity","246.9","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.576","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.446","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.878","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","11.149","ug/l","Total/Bulk","LG204","","Turb","Turbidity","1.79","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1460","2015","August   ","Summer","Erie","ER1521","E092G15","ER92","8.3","41.95","-82.687","2015/08/11 05:14","GMT","10.1","Bottom Minus","surface water","INSITU_MEAS","routine field sample","15GE55S51","Chlor-a","Chlorophyll-a","7.73333333333333","ug/l","Residue","LG405","","Cond","Conductivity","246.1","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.587","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.443","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.85","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","10.637","ug/l","Total/Bulk","LG204","","Temp","Temperature","23.8","C","Not applicable","NA","","Turb","Turbidity","1.68","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1461","2015","August   ","Summer","Erie","ER1521","E0FOG15","ERFO","28","42.41605","-79.581217","2015/08/13 03:07","GMT","2.5","Surface","surface water","INSITU_MEAS","routine field sample","15GE55S81","Chlor-a","Chlorophyll-a","3.97333333333333","ug/l","Residue","LG405","","Cond","Conductivity","280.2","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.162","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.06","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","2.994","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","7.136","ug/l","Total/Bulk","LG204","","Temp","Temperature","22.7","C","Not applicable","NA","","Turb","Turbidity","0.521","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
